1 | General | 351 | Info | 2019-05-16 03:16:45 |  | Iniciando Robot.
1 | General | 351 | Info | 2019-05-16 03:16:45 |  | Carpetas y archivos de proyecto preparados...
1 | General | 351 | Info | 2019-05-16 03:16:45 |  | Borrando historial viejo...
1 | General | 351 | Info | 2019-05-16 03:16:45 |  | Borrando archivos temporales...
1 | General | 351 | Info | 2019-05-16 03:16:45 |  | Inicialización de carpetas y archivos completada...
1 | General | 351 | Info | 2019-05-16 03:16:46 |  | No se puede recuperar, inicializando recovery por defecto
1 | General | 351 | Info | 2019-05-16 03:16:48 |  | Inicialización general completada!
1 | General | 351 | Info | 2019-05-16 03:16:50 |  | Ejecutando Respaldo PVCI
1 | General | 351 | Info | 2019-05-16 03:16:50 |  | Inicializando TransactionNumber
1 | General | 351 | Info | 2019-05-16 03:16:51 |  | Inicializando QueueList..
1 | General | 351 | Info | 2019-05-16 03:16:51 |  | Matando aplicaciones...
1 | General | 351 | Info | 2019-05-16 03:16:55 |  | Chrome no esta abierto...
1 | General | 351 | Info | 2019-05-16 03:16:57 |  | Modificando RecoverNumber...
1 | General | 351 | Info | 2019-05-16 03:16:57 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 351 | Info | 2019-05-16 03:16:57 |  | Matando aplicaciones...
1 | General | 351 | Info | 2019-05-16 03:17:00 |  | Chrome no esta abierto...
1 | General | 351 | Info | 2019-05-16 03:17:00 |  | Inicializacion Completada!
1 | General | 351 | Info | 2019-05-16 03:17:01 |  | Abriendo aplicaciones...
1 | General | 351 | Info | 2019-05-16 03:17:04 |  | Log in to sharepoint
1 | General | 351 | Info | 2019-05-16 03:17:19 |  | ItemData tomado correctamente!
1 | General | 351 | Info | 2019-05-16 03:17:19 |  | Procesando 0...
1 | 0 | 351 | Info | 2019-05-16 03:17:38 |  | Modificando RecoverNumber...
1 | 0 | 351 | Info | 2019-05-16 03:17:38 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 351 | Info | 2019-05-16 03:17:38 |  | ItemData tomado correctamente!
1 | General | 351 | Info | 2019-05-16 03:17:38 |  | Procesando 1...
1 | 1 | 351 | Info | 2019-05-16 03:17:51 |  | Moviendo archivos descargados
1 | 1 | 351 | Info | 2019-05-16 03:17:58 |  | Filtrando arhivos en la bibloteca
1 | 1 | 351 | Info | 2019-05-16 03:17:58 |  | No se encontraron archivos en la bibloteca
1 | 1 | 351 | Info | 2019-05-16 03:17:58 |  | Modificando RecoverNumber...
1 | 1 | 351 | Info | 2019-05-16 03:17:58 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 351 | Info | 2019-05-16 03:17:58 |  | ItemData tomado correctamente!
1 | General | 351 | Info | 2019-05-16 03:17:59 |  | Procesando 2...
1 | 2 | 351 | Info | 2019-05-16 03:18:09 |  | Moviendo archivos descargados
1 | 2 | 351 | Info | 2019-05-16 03:18:11 |  | Filtrando arhivos en la bibloteca
1 | 2 | 351 | Info | 2019-05-16 03:18:11 |  | No se encontraron archivos en la bibloteca
1 | 2 | 351 | Info | 2019-05-16 03:18:11 |  | Modificando RecoverNumber...
1 | 2 | 351 | Info | 2019-05-16 03:18:12 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 351 | Info | 2019-05-16 03:18:12 |  | ItemData tomado correctamente!
1 | General | 351 | Info | 2019-05-16 03:18:12 |  | Procesando 3...
1 | 3 | 351 | Info | 2019-05-16 03:18:23 |  | Moviendo archivos descargados
1 | 3 | 351 | Info | 2019-05-16 03:18:25 |  | Filtrando arhivos en la bibloteca
1 | 3 | 351 | Info | 2019-05-16 03:18:25 |  | No se encontraron archivos en la bibloteca
1 | 3 | 351 | Info | 2019-05-16 03:18:26 |  | Modificando RecoverNumber...
1 | 3 | 351 | Info | 2019-05-16 03:18:26 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 351 | Info | 2019-05-16 03:18:26 |  | ItemData tomado correctamente!
1 | General | 351 | Info | 2019-05-16 03:18:26 |  | Procesando 4...
1 | 4 | 351 | Info | 2019-05-16 03:18:39 |  | Moviendo archivos descargados
1 | 4 | 351 | Info | 2019-05-16 03:18:41 |  | Filtrando arhivos en la bibloteca
1 | 4 | 351 | Info | 2019-05-16 03:18:41 |  | No se encontraron archivos en la bibloteca
1 | 4 | 351 | Info | 2019-05-16 03:18:42 |  | Modificando RecoverNumber...
1 | 4 | 351 | Info | 2019-05-16 03:18:42 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 351 | Info | 2019-05-16 03:18:42 |  | ItemData tomado correctamente!
1 | General | 351 | Info | 2019-05-16 03:18:42 |  | Procesando 5...
1 | 5 | 351 | Info | 2019-05-16 03:18:54 |  | Moviendo archivos descargados
1 | 5 | 351 | Info | 2019-05-16 03:18:57 |  | Filtrando arhivos en la bibloteca
1 | 5 | 351 | Info | 2019-05-16 03:18:57 |  | No se encontraron archivos en la bibloteca
1 | 5 | 351 | Info | 2019-05-16 03:18:57 |  | Modificando RecoverNumber...
1 | 5 | 351 | Info | 2019-05-16 03:18:57 |  | Finalizado correctamente!
------------------------------------------------------
1 | General | 351 | Info | 2019-05-16 03:18:57 |  | ItemData tomado correctamente!
